customer_acquisition_cost,ltv,churn_rate,retention_rate,arpu,mrr,arr,conversion_rate,revenue_per_customer
322.13,3484.58,0.1645,0.7684,112.44,26964.81,406793.29,0.1078,574.32
274.08,2043.07,0.1236,0.71,94.29,48366.65,570536.58,0.0321,1007.73
207.71,2232.79,0.1659,0.8167,145.41,18390.55,457050.39,0.1322,1033.54
280.69,4134.81,0.1876,0.7834,79.94,45564.11,811861.61,0.0189,791.17
224.21,2532.24,0.0534,0.7765,113.57,51813.02,669588.02,0.0373,1664.61
348.13,2806.69,0.1311,0.9764,103.61,21529.48,629247.23,0.0968,860.43
263.97,2597.51,0.1073,0.7692,76.77,33880.24,875490.25,0.0536,1117.2
213.09,2006.35,0.1116,0.7375,113.8,49508.49,609141.35,0.1864,989.54
250.9,3921.76,0.0365,0.7363,128.49,47256.48,810016.59,0.1627,1347.5
305.97,2236.63,0.0564,0.9338,75.52,48019.01,962518.06,0.059,944.06
232.72,1766.96,0.0569,0.9073,119.57,55252.21,633749.46,0.1929,648.76
213.33,2296.92,0.1182,0.7376,34.41,22917.23,657387.9,0.0788,1181.39
293.28,1082.0,0.2694,0.7637,71.78,62192.89,795000.23,0.1158,574.1
293.37,2139.82,0.0697,0.9167,90.52,45241.0,890477.63,0.115,781.43
236.98,1891.63,0.1307,0.7796,116.32,40662.74,631384.5,0.1317,888.39
239.67,3133.65,0.1004,0.9846,132.53,19729.88,479788.02,0.0525,900.37
292.4,2122.49,0.2383,0.8568,107.62,46084.98,777580.45,0.1848,940.3
166.39,3345.45,0.0245,0.7557,122.94,58948.5,719191.44,0.0568,915.09
169.44,3745.48,0.067,0.9491,99.91,52835.94,775676.93,0.1346,1089.79
221.12,3261.92,0.0711,0.7926,117.82,53318.41,744350.82,0.1543,834.72
258.99,2481.28,0.298,0.7838,116.14,44905.78,646939.77,0.1769,1187.74
298.32,2760.54,0.1755,0.795,88.88,49500.95,658389.25,0.0941,783.45
385.65,1455.43,0.0503,0.9228,93.75,32226.89,745044.52,0.1438,648.03
339.32,2545.21,0.0889,0.7502,124.0,50421.36,318993.58,0.0217,691.74
263.0,1975.99,0.0587,0.8107,162.38,42396.82,869276.73,0.1567,919.71
273.57,3193.89,0.0461,0.7089,143.22,31940.81,695095.81,0.1524,1357.49
199.81,4665.32,0.2412,0.9397,69.24,62952.87,438465.19,0.0851,1041.29
273.61,3041.53,0.1538,0.7988,69.36,24512.5,642652.57,0.0661,904.05
253.35,1090.27,0.1931,0.772,88.04,59150.71,867080.84,0.0791,1037.24
299.2,2367.04,0.1061,0.8682,108.13,60187.94,663474.81,0.0227,666.85
212.96,2745.95,0.1706,0.9044,106.53,41800.56,461052.82,0.1294,509.65
313.95,2718.43,0.0847,0.9357,144.28,67501.75,353650.51,0.183,737.24
389.96,2077.53,0.0993,0.8009,146.01,41452.39,1094048.85,0.1348,717.88
266.84,2842.15,0.1991,0.9356,105.18,40415.93,261694.65,0.1182,1809.76
305.13,1676.71,0.0536,0.8348,97.79,30694.14,672708.87,0.1982,1658.54
326.76,1909.82,0.189,0.7293,121.36,50360.68,489867.27,0.1107,1655.27
244.91,3155.87,0.2571,0.9454,138.67,34682.15,812403.14,0.0724,664.86
291.81,1854.4,0.0449,0.8588,122.49,37437.84,365171.08,0.1424,1605.68
275.94,3071.6,0.2703,0.8747,91.33,49421.33,924457.38,0.1067,824.36
282.33,1577.25,0.033,0.9719,85.61,50112.13,581237.77,0.1946,1570.89
217.02,4032.45,0.1112,0.8622,69.83,71222.9,562411.55,0.1801,1188.9
276.84,2043.49,0.187,0.7016,111.13,65862.04,543973.6,0.1896,735.71
312.35,2474.79,0.1722,0.9525,124.73,59591.37,488666.46,0.0052,1574.08
383.84,2908.98,0.038,0.7826,128.27,48081.93,532997.19,0.0702,1561.35
346.95,2207.14,0.2417,0.8455,141.47,43833.74,748234.09,0.1273,714.09
436.49,2762.33,0.2922,0.7594,151.88,50061.22,265097.59,0.0651,1153.12
217.45,3100.7,0.0626,0.7861,61.46,41321.34,457701.49,0.133,436.63
340.42,3402.48,0.2696,0.8991,117.82,38934.65,902037.59,0.1444,924.9
288.75,3270.01,0.1715,0.8246,118.91,49199.91,588094.62,0.1265,927.15
439.24,2515.42,0.2814,0.8819,102.66,36006.67,492658.45,0.0944,920.49
214.38,2535.14,0.0611,0.9388,78.77,37020.73,353592.46,0.1409,1560.4
212.02,4490.14,0.2397,0.7988,150.75,66255.42,374293.94,0.1572,626.97
230.05,3394.08,0.0273,0.8648,86.36,27735.29,800476.42,0.1407,979.11
115.71,1927.9,0.2661,0.9255,35.57,33343.67,443121.79,0.1633,1289.03
235.57,2728.32,0.2055,0.9074,105.64,71509.02,765297.68,0.1897,633.51
218.07,2387.47,0.1174,0.8566,97.47,44029.7,411858.1,0.025,770.23
286.28,2543.99,0.0652,0.8112,163.83,73204.43,581102.28,0.1818,1403.15
300.63,1686.9,0.2468,0.8182,120.51,31238.48,592320.6,0.0583,1475.91
415.71,2327.33,0.1849,0.8256,95.33,51717.41,456776.17,0.1149,912.8
346.28,4069.05,0.1145,0.8012,98.77,63235.15,621237.48,0.1888,1321.54
231.73,3103.61,0.1387,0.9027,98.4,35551.47,187051.75,0.1259,1542.98
207.62,698.59,0.2497,0.7364,175.21,78126.49,588474.56,0.0214,921.06
311.89,3603.1,0.1083,0.9806,126.39,44059.23,694142.79,0.1023,1300.69
175.98,3503.54,0.036,0.9259,60.44,58899.98,440681.35,0.1794,916.11
412.36,2368.56,0.2743,0.7865,97.26,39312.1,648174.3,0.0854,621.48
363.46,3211.86,0.1223,0.7123,104.25,75111.63,636388.54,0.1704,1051.15
239.81,1976.8,0.111,0.9063,69.93,55505.44,644342.48,0.1599,972.59
146.51,2281.63,0.0693,0.913,48.54,85105.12,339726.09,0.1818,756.57
376.54,3823.86,0.2703,0.9795,123.86,69954.69,624843.86,0.0563,942.56
266.41,2437.14,0.0731,0.7736,79.52,64311.04,264988.78,0.1018,978.18
367.84,1185.38,0.1946,0.724,144.54,34740.57,481370.61,0.0704,1138.25
155.42,2600.41,0.2654,0.9654,105.26,51883.59,605235.74,0.1092,1379.18
230.05,2588.44,0.0201,0.775,89.98,45274.82,647252.01,0.0087,1379.56
275.39,3588.72,0.2503,0.9092,28.47,50932.75,366557.92,0.0521,1022.6
278.52,2661.23,0.1291,0.7176,143.71,52937.39,549734.3,0.1949,876.79
241.25,2319.76,0.2008,0.9206,114.3,35638.49,763320.27,0.1226,1474.29
321.71,3468.63,0.118,0.7368,90.81,47916.72,412021.57,0.0388,1018.43
194.93,2744.62,0.2117,0.9017,76.81,48909.58,179579.93,0.1041,860.92
264.32,2062.48,0.0837,0.8544,155.64,33831.23,710854.39,0.1411,1103.88
284.02,3554.75,0.0164,0.9771,71.3,63706.88,419442.88,0.1227,471.83
313.58,2801.7,0.2849,0.7107,93.33,54171.01,479459.29,0.1029,901.27
328.37,2652.29,0.0147,0.7847,123.04,63918.68,631859.19,0.1364,879.82
190.65,2789.36,0.249,0.7202,150.94,58539.11,621297.21,0.0376,799.96
159.94,1811.31,0.059,0.955,98.15,22225.18,808264.92,0.0904,1170.35
370.83,2236.67,0.1237,0.8722,81.73,36750.46,558115.0,0.1513,1391.22
299.92,2652.81,0.2485,0.8551,101.62,77777.99,619524.47,0.118,1585.98
218.86,2497.51,0.0697,0.7381,133.64,63453.97,270804.08,0.1817,893.02
391.34,3646.74,0.2611,0.8418,140.76,23742.95,730386.49,0.0915,960.45
283.68,2820.3,0.1544,0.8156,61.45,58255.18,469105.99,0.0308,834.76
363.45,3319.67,0.1162,0.7916,108.64,36773.4,1200000.0,0.0145,1220.41
280.06,2657.36,0.2021,0.9239,59.58,15907.92,563706.23,0.0981,458.62
429.56,3477.43,0.109,0.7178,133.0,77843.95,690030.23,0.0903,926.76
406.65,2961.4,0.1107,0.8875,118.38,51742.88,732266.12,0.055,1142.3
256.33,2660.51,0.2227,0.9387,75.83,54080.14,588442.63,0.1202,852.68
347.87,2639.59,0.0999,0.9631,153.58,29763.28,692478.51,0.0538,914.16
323.4,1902.36,0.0682,0.9163,115.61,31473.23,1052578.67,0.0472,1363.93
377.65,3047.08,0.2442,0.7819,112.13,24237.99,456756.94,0.1263,1032.02
202.63,2618.51,0.2436,0.8741,99.33,73880.11,161832.81,0.1893,1428.32
326.45,2256.77,0.1543,0.741,104.75,23385.08,348026.81,0.0445,1568.49
354.38,3516.73,0.1627,0.7339,92.92,77176.95,803457.78,0.0407,1218.05
143.09,1670.66,0.2119,0.8852,81.53,34218.4,511146.59,0.1063,957.92
186.26,2319.04,0.1577,0.9468,143.92,30239.99,1067718.51,0.0283,1550.86
122.06,3455.05,0.1309,0.7195,89.4,49586.36,749968.42,0.0623,249.94
254.79,2897.16,0.2985,0.7307,88.33,39210.55,476700.93,0.1982,558.64
328.82,2612.51,0.0528,0.864,100.91,52105.38,451853.61,0.169,1293.95
387.68,2846.62,0.1819,0.7633,150.11,36026.92,517639.05,0.1427,1833.52
280.56,2790.54,0.2669,0.8774,140.82,45327.53,197232.87,0.0101,1266.14
397.15,1461.95,0.2093,0.7622,92.5,37986.51,660993.37,0.0567,1108.51
171.49,2376.41,0.2655,0.7338,143.85,64710.22,743317.59,0.1161,902.28
147.25,3916.28,0.1075,0.8582,108.42,58958.28,414468.77,0.1435,1226.13
270.83,2133.53,0.0889,0.95,78.29,54587.37,298787.71,0.1353,1416.73
303.8,2400.66,0.2569,0.8987,89.92,67883.53,425710.0,0.0412,1287.1
272.55,2225.73,0.1243,0.9374,148.49,54842.46,803451.0,0.0959,1069.89
119.94,2581.84,0.2158,0.7772,170.96,53450.19,765037.77,0.0437,1377.28
268.32,2193.22,0.0528,0.9569,115.13,48520.76,648636.75,0.1851,1146.59
177.16,3031.28,0.2292,0.8093,87.06,38681.91,931090.24,0.1137,1211.51
325.23,2804.56,0.1692,0.9472,101.04,38718.3,271560.6,0.0811,1357.41
302.49,3255.95,0.0879,0.8366,80.86,52927.49,564741.11,0.184,754.21
204.51,1826.76,0.1534,0.7777,85.47,67295.46,716922.81,0.1813,1042.91
236.46,2383.4,0.2121,0.7755,82.36,59911.0,762374.28,0.1033,1086.05
195.56,2473.18,0.0134,0.8646,102.49,59816.2,765143.47,0.1389,669.77
270.3,3006.92,0.1949,0.7229,108.82,32248.42,749335.69,0.0672,704.92
346.64,2028.64,0.1671,0.9697,100.31,59126.73,867259.56,0.065,851.81
201.07,3367.26,0.0739,0.7787,97.99,43913.08,756711.35,0.1122,1379.85
312.8,3579.36,0.2284,0.7973,129.08,53399.65,377425.93,0.1701,988.03
235.23,1875.38,0.098,0.7677,97.74,59608.25,515942.27,0.1214,1091.16
215.53,2265.48,0.0903,0.7009,99.77,31422.58,270340.44,0.0945,1147.67
266.97,2233.32,0.1467,0.9008,99.41,53097.16,803270.29,0.1345,1249.87
197.36,4712.04,0.2061,0.8713,153.87,54398.33,842527.56,0.1634,1208.69
233.48,2313.24,0.2794,0.9348,89.44,66977.47,364366.65,0.1585,1071.37
185.16,3964.14,0.051,0.7119,123.88,41971.55,530765.95,0.0773,1006.17
422.35,1657.8,0.125,0.9693,81.3,49489.96,258425.83,0.1875,1396.6
277.64,1874.77,0.0294,0.796,116.08,53304.41,582039.02,0.0081,893.92
222.52,2112.16,0.23,0.9648,122.3,41973.03,442254.76,0.0929,1480.71
291.05,1987.54,0.1398,0.7311,139.33,41671.71,374793.55,0.182,869.24
266.58,2440.15,0.215,0.9157,92.83,41034.9,601096.36,0.1407,960.17
258.43,2094.79,0.1034,0.868,69.72,48392.57,978606.01,0.1423,1274.3
321.06,2008.18,0.2549,0.8039,80.17,79326.94,763432.95,0.0355,1799.01
331.81,3557.47,0.1651,0.723,135.54,48980.76,556156.45,0.1185,436.87
235.21,3608.64,0.2836,0.8754,170.92,58544.41,596382.77,0.1936,1324.17
231.81,3393.62,0.0329,0.7077,131.42,51021.28,977908.17,0.0463,1199.67
254.37,3060.47,0.1591,0.8454,65.03,45425.81,855210.56,0.0688,906.44
102.36,2722.65,0.2323,0.8752,130.35,50100.74,544488.66,0.0808,1163.74
161.36,2260.66,0.184,0.9124,75.11,63194.2,705233.05,0.0752,669.71
377.52,1903.36,0.0167,0.9875,93.94,49617.79,408278.87,0.1273,798.92
398.37,2934.35,0.292,0.7754,110.93,47844.58,610902.16,0.0507,1185.53
256.32,1730.66,0.0965,0.7935,116.25,46626.24,757314.28,0.1036,730.7
318.24,1871.43,0.0823,0.7989,107.07,34107.58,808029.47,0.083,1097.82
298.34,3553.12,0.1508,0.9122,85.96,67661.49,479253.44,0.1307,839.79
500.0,4138.84,0.1672,0.9702,138.57,43125.55,804347.81,0.0522,906.43
358.97,2958.08,0.2322,0.9826,88.29,74745.26,635391.24,0.1129,1390.68
265.41,3516.72,0.124,0.9743,144.73,54537.65,548871.18,0.1494,681.05
203.33,2457.42,0.1376,0.955,61.95,73697.11,984037.58,0.1401,1039.29
154.52,1602.16,0.1651,0.9874,111.83,47200.95,534653.06,0.1677,1201.53
290.26,3129.53,0.1244,0.809,66.17,38402.57,386622.99,0.1915,1131.71
218.27,3095.94,0.2752,0.975,78.59,67713.26,472858.18,0.1715,862.64
168.33,2706.14,0.2569,0.9207,88.75,41243.27,749681.11,0.188,1165.68
226.51,2460.14,0.1419,0.7489,153.15,71711.36,410632.28,0.0084,723.93
193.88,3403.73,0.0101,0.7132,146.42,60048.78,770214.0,0.1276,895.8
401.54,1877.84,0.2713,0.7622,132.68,74663.63,437010.29,0.0572,1553.72
341.12,2043.87,0.0461,0.9258,106.05,34388.22,591135.58,0.1628,1252.47
274.4,1860.32,0.0809,0.8832,110.96,66282.43,1043609.11,0.1647,1050.87
386.0,2716.56,0.0542,0.7651,145.11,38244.67,431264.95,0.0143,1192.48
280.8,1797.82,0.0621,0.9152,127.21,10958.99,206028.84,0.1211,794.7
210.4,2114.01,0.2428,0.741,105.57,65282.63,876762.82,0.1709,1139.08
389.23,2097.16,0.1781,0.9383,152.08,50394.37,328737.55,0.1195,907.07
315.42,2445.86,0.2873,0.9303,130.79,66379.83,445143.34,0.088,866.35
197.21,1484.89,0.0771,0.982,112.68,52018.21,750289.09,0.02,1010.77
260.72,2718.31,0.1508,0.7436,90.47,50854.34,742358.84,0.1474,859.57
209.33,3627.05,0.2935,0.9629,87.61,75212.11,135954.2,0.0196,1094.7
171.29,2756.13,0.2497,0.7989,94.35,52451.84,538067.88,0.1216,1181.89
344.46,3857.37,0.2213,0.8207,119.47,42654.25,774734.23,0.1839,963.6
418.21,3694.97,0.0648,0.8358,131.47,49041.81,1007646.05,0.0867,146.96
170.11,3259.23,0.2331,0.8818,59.26,53101.04,360710.25,0.1552,774.94
317.22,2708.5,0.1108,0.9885,43.36,3563.22,817491.43,0.161,707.47
226.2,2667.63,0.1639,0.874,74.87,58603.24,474925.44,0.007,1167.26
238.47,3248.31,0.1867,0.9687,92.09,72921.92,812241.8,0.1834,818.95
230.57,2343.19,0.1867,0.774,142.87,49691.68,400012.06,0.0418,891.4
210.2,1175.36,0.2207,0.8155,96.12,43557.5,560453.04,0.0601,1315.92
278.64,3035.4,0.2019,0.8463,113.07,56898.16,682706.48,0.1748,802.83
212.68,1764.0,0.0298,0.7936,118.23,79268.53,794940.35,0.1389,1114.24
295.28,1896.32,0.1426,0.9833,72.59,58241.72,718921.04,0.0775,854.36
271.23,2650.18,0.2026,0.9104,151.23,54037.17,521012.44,0.0221,900.83
257.08,2575.49,0.0958,0.8389,83.95,44055.44,506551.62,0.0803,681.54
206.93,1543.87,0.1008,0.9179,154.39,32853.31,958238.36,0.1934,884.93
231.74,2779.64,0.0461,0.8356,101.0,50886.23,660885.08,0.0254,1210.77
331.65,3406.81,0.1314,0.705,94.31,51186.02,511856.06,0.17,744.4
312.57,1766.13,0.2962,0.8575,69.83,18620.4,712534.7,0.0684,823.42
201.68,3646.78,0.0927,0.8813,111.25,38508.07,729320.41,0.1326,1743.49
282.45,1427.87,0.1641,0.9846,176.39,69621.21,338022.99,0.1282,1131.29
331.35,4308.57,0.2255,0.7118,118.1,46241.85,702282.3,0.0685,1157.16
149.79,2327.85,0.0139,0.8485,113.56,9978.88,307730.32,0.0156,851.71
315.75,2764.07,0.2711,0.7285,83.89,76919.39,478319.09,0.034,1380.03
225.3,1167.91,0.1221,0.7432,123.75,35790.1,410716.08,0.1153,1431.57
317.79,2601.33,0.262,0.877,109.99,42740.59,580423.31,0.19,858.43
217.76,2828.98,0.0213,0.7672,103.01,68027.19,519454.2,0.1855,1388.41
139.63,2582.51,0.0522,0.9173,120.67,38255.79,566369.03,0.0271,1474.27
152.93,2208.92,0.1035,0.8491,47.5,17995.65,230825.2,0.1757,394.82
278.61,1908.52,0.1102,0.7633,101.82,54089.83,590927.8,0.0506,1322.22
294.48,3535.58,0.2559,0.8432,67.09,63647.9,387945.03,0.1824,808.01
207.18,2674.13,0.0132,0.7003,105.92,42759.68,1058135.53,0.1529,1469.75
322.89,3856.92,0.1959,0.9502,82.07,48473.08,526871.3,0.1924,796.47
150.39,2237.59,0.0481,0.7037,84.23,31033.36,554953.35,0.0911,1242.21
270.04,2309.41,0.2487,0.702,62.77,34074.85,743619.27,0.1477,492.82
184.17,3288.88,0.2358,0.8773,140.33,45192.32,867853.75,0.1484,1403.25
226.11,1378.67,0.155,0.9823,83.54,61202.1,372831.75,0.1018,1073.27
278.55,1699.45,0.0717,0.9482,85.23,52113.28,719463.21,0.195,1458.91
210.47,3509.7,0.194,0.7731,153.47,67330.81,797321.47,0.0525,823.1
246.16,1731.99,0.0553,0.757,122.99,77784.58,642562.8,0.1973,1117.52
350.47,1225.08,0.0651,0.8816,40.57,65128.44,638595.81,0.1634,1531.04
231.73,4113.68,0.1917,0.9386,148.87,24265.6,504635.44,0.1251,1041.84
337.68,1558.18,0.2975,0.805,157.18,45817.66,542208.52,0.0197,1186.06
190.27,2794.23,0.2684,0.8254,154.22,64970.43,584661.01,0.0556,1271.46
314.74,2704.12,0.182,0.7335,126.16,48527.51,521668.01,0.1691,558.52
383.12,448.34,0.1662,0.7443,70.11,23780.88,781838.92,0.147,884.99
89.63,2440.6,0.2995,0.8648,103.44,41392.35,433374.21,0.1927,1410.33
215.23,3001.26,0.1687,0.7298,59.13,13004.55,775384.24,0.0824,401.59
318.28,2927.54,0.1318,0.7586,77.58,45921.32,868904.34,0.1794,1404.06
259.77,3357.76,0.2738,0.7681,69.82,39198.8,679226.06,0.1731,863.57
302.84,2346.47,0.0779,0.8287,85.14,44549.34,251681.58,0.1934,1700.84
229.7,3208.13,0.0383,0.7132,110.19,69994.34,727215.01,0.0581,1188.34
281.49,2110.03,0.1939,0.8449,90.91,28531.88,478544.23,0.1014,796.5
263.32,1545.13,0.0378,0.9693,89.55,38649.44,501523.56,0.0208,1360.16
362.58,1633.45,0.1182,0.7071,95.79,31660.92,677668.15,0.1202,1503.86
294.08,1504.68,0.1328,0.883,152.48,68177.05,824870.5,0.1478,1241.33
300.32,3440.84,0.1688,0.9424,173.52,69165.41,277047.54,0.0514,908.79
244.11,1463.58,0.2976,0.7906,90.73,56441.24,617399.38,0.0381,1505.45
238.43,2864.66,0.0741,0.7381,115.64,55586.78,1000365.82,0.1297,755.84
242.56,2441.69,0.119,0.7126,78.36,30694.42,388401.77,0.0817,1389.32
304.58,2569.59,0.0483,0.8867,129.31,53786.62,566319.16,0.0882,287.36
243.43,3718.16,0.1862,0.8601,89.91,31988.48,484033.63,0.0969,1087.25
296.73,2306.57,0.221,0.7665,82.48,51179.7,745258.34,0.1047,873.24
430.66,3129.09,0.1498,0.9412,168.38,44834.75,358405.47,0.0431,615.41
340.33,2679.42,0.0813,0.9133,62.06,40696.25,295044.44,0.1177,1463.21
250.55,2530.92,0.1901,0.7802,27.33,50966.99,770743.23,0.0185,370.04
365.09,4451.64,0.1664,0.9185,128.27,61674.82,653254.34,0.0271,1488.21
244.39,1520.95,0.0596,0.771,93.36,79795.04,371133.43,0.1437,564.62
122.14,3659.82,0.1276,0.8958,84.54,59591.25,592442.47,0.1476,1383.56
199.39,3164.19,0.1362,0.7344,191.5,88086.83,352197.1,0.0569,803.22
134.69,2274.37,0.295,0.9007,128.12,53815.26,788612.19,0.041,431.32
248.64,3926.3,0.2563,0.7692,103.15,79934.14,661100.79,0.0155,906.61
276.38,1202.31,0.223,0.866,82.58,57687.14,464497.06,0.0867,1228.55
400.73,2241.28,0.2677,0.75,119.12,54456.53,491129.46,0.1043,765.52
299.52,1703.36,0.2233,0.9105,50.13,47724.24,515079.64,0.1804,1132.41
258.57,2972.8,0.272,0.7177,88.66,55435.17,393148.15,0.0055,1268.43
337.21,1778.1,0.0258,0.748,103.83,57621.05,871317.0,0.0841,1522.79
109.16,2989.23,0.1423,0.7534,111.76,27112.03,836302.31,0.0868,1070.03
292.67,2503.96,0.2266,0.712,100.49,62050.89,526549.93,0.1779,1419.15
332.81,2274.51,0.1792,0.9161,83.05,26014.1,543727.27,0.0432,1318.94
164.11,2954.44,0.0608,0.9845,134.15,62069.33,383659.86,0.0179,1020.75
360.78,2439.58,0.1087,0.9257,52.7,60382.73,574197.66,0.0794,1413.26
300.39,1797.24,0.1022,0.9496,96.2,73950.58,702870.66,0.1244,1333.12
243.85,4844.41,0.0858,0.7017,88.6,36275.31,839876.23,0.1723,997.4
322.46,2268.39,0.1095,0.7342,137.04,34212.81,428566.19,0.0575,1275.93
445.3,912.87,0.1593,0.8621,90.47,68769.77,272421.32,0.054,1136.04
288.64,1990.36,0.2579,0.9836,118.86,32765.15,406584.71,0.0686,1223.55
293.62,1657.3,0.2252,0.8916,115.55,31141.65,716130.51,0.0281,1646.2
240.55,3297.15,0.2522,0.8085,46.89,53942.2,597385.19,0.1956,795.32
211.26,2901.96,0.2662,0.7424,102.92,49729.59,802491.84,0.1104,1130.65
337.28,2962.33,0.1307,0.7443,49.81,53063.36,614234.52,0.0581,1059.69
210.79,2360.15,0.1103,0.8052,116.12,59372.49,925909.8,0.0755,1299.61
280.37,2431.18,0.0267,0.907,81.87,59464.62,292039.57,0.1739,906.9
239.18,2359.44,0.2798,0.7092,142.58,49215.1,112904.35,0.1364,870.63
310.92,2586.4,0.0291,0.9471,99.28,51294.53,873938.05,0.1129,1029.62
300.02,3304.34,0.2249,0.973,80.61,49394.74,448434.21,0.1463,1200.43
352.82,2913.26,0.1197,0.9578,143.0,51082.03,633242.98,0.1524,905.25
236.75,3041.76,0.2851,0.9648,77.39,27607.09,632609.23,0.0429,209.39
254.76,3041.32,0.1317,0.7044,133.33,62980.43,670709.86,0.0359,748.49
201.59,3342.81,0.2468,0.9836,119.81,67809.05,512202.69,0.1935,1497.92
241.68,2875.72,0.092,0.8062,93.43,61017.58,417530.44,0.0412,1539.86
303.3,2931.1,0.0967,0.9521,62.69,59748.3,401689.42,0.0956,892.85
331.77,3581.23,0.1827,0.7542,144.32,34155.08,725525.43,0.1966,1619.2
205.84,2129.05,0.2994,0.8295,120.85,27148.24,758756.73,0.0864,946.58
340.22,1979.67,0.1601,0.7128,80.55,64209.73,556482.21,0.1054,563.93
376.67,1721.03,0.2815,0.7116,112.75,50971.38,487833.74,0.1607,953.08
306.01,2793.28,0.238,0.9736,136.86,53297.28,718596.84,0.0714,1279.71
415.76,1197.91,0.2408,0.9351,108.55,54039.11,312638.76,0.0891,870.99
216.97,3012.02,0.1364,0.8536,112.55,54741.37,992040.23,0.0698,1241.06
181.65,2564.47,0.1221,0.8524,137.68,61167.92,695570.4,0.061,1134.52
141.6,3538.8,0.0657,0.9171,153.68,48925.43,574423.94,0.097,959.3
387.2,2123.66,0.2895,0.7991,101.21,19065.96,770320.47,0.1504,1295.84
324.08,2490.73,0.2882,0.9209,62.65,61858.69,730871.41,0.1741,1439.22
270.83,3529.06,0.2266,0.8407,63.75,60029.52,652540.78,0.0967,1107.55
296.0,3733.46,0.0959,0.885,83.12,29138.36,231729.43,0.0676,1236.74
190.59,2117.21,0.0811,0.9798,75.4,31260.23,687368.12,0.1828,588.79
458.43,2792.4,0.2967,0.8367,51.72,65069.36,894265.39,0.0705,1490.65
284.69,2880.63,0.0293,0.8213,163.51,68964.71,496066.68,0.1561,881.22
283.2,2942.7,0.2546,0.9627,121.72,6549.93,795812.5,0.151,777.13
329.43,2444.32,0.1131,0.9617,88.41,57773.91,774109.02,0.0147,1330.81
311.08,3653.75,0.1315,0.9878,103.97,46859.34,664226.68,0.0396,928.46
291.79,1169.73,0.2513,0.8598,48.43,51723.71,639692.64,0.1167,830.16
215.71,2320.11,0.0363,0.7998,141.65,52666.08,716849.41,0.1742,957.03
310.36,3000.88,0.1127,0.7697,43.26,37924.65,688334.72,0.1208,664.92
416.15,3008.16,0.2861,0.7099,121.15,61269.06,980390.36,0.1498,826.81
375.91,3709.66,0.2127,0.9108,46.78,39145.53,797417.53,0.1482,1373.73
394.49,3588.61,0.2289,0.7677,91.89,62825.71,746008.25,0.1014,1419.16
236.66,2426.33,0.2297,0.8759,144.35,66488.98,815324.3,0.1144,1070.72
200.78,3668.23,0.0276,0.9658,53.26,36109.38,746143.97,0.0189,834.84
265.57,2090.67,0.0689,0.9756,100.29,36512.63,193998.25,0.1859,1181.04
279.18,3379.2,0.1525,0.7013,124.88,52375.32,582882.73,0.1365,449.48
357.06,4068.24,0.1168,0.792,119.7,75310.33,483325.27,0.0351,1420.81
148.07,3601.71,0.1292,0.9428,107.22,40720.3,670937.96,0.0526,1027.95
389.72,2732.85,0.2366,0.8556,120.7,43847.26,495771.22,0.0059,722.45
263.15,2390.11,0.0143,0.9342,85.66,55797.69,723041.4,0.0565,1520.92
242.98,1452.6,0.2015,0.9475,166.21,61336.88,522618.59,0.0667,1063.49
199.09,2893.26,0.01,0.8284,54.0,59194.96,942141.28,0.1382,915.03
150.89,1776.41,0.0283,0.8041,141.8,51032.84,932713.88,0.0979,1699.04
336.74,2028.71,0.1284,0.8321,111.0,45458.94,319546.06,0.1693,883.63
280.5,1717.25,0.2539,0.8893,124.54,55975.08,669928.55,0.0219,1287.08
178.25,2289.36,0.052,0.8065,130.16,1000.0,514547.86,0.1429,1269.54
177.87,2628.09,0.1708,0.9247,122.59,81342.69,655898.79,0.1756,781.63
249.82,2864.33,0.2068,0.9622,79.32,47434.2,722164.51,0.0872,1005.77
400.18,2179.6,0.0766,0.7819,95.93,53507.91,352807.16,0.0613,970.19
255.53,3487.61,0.1586,0.9798,59.03,85139.77,413226.13,0.0919,490.54
162.26,2486.91,0.2743,0.8806,95.55,38268.37,437865.19,0.1588,428.05
256.57,2032.95,0.1585,0.9547,115.21,88979.94,496819.24,0.1842,361.0
254.55,2827.26,0.0556,0.7301,124.23,62704.41,502593.54,0.0178,907.56
72.73,4188.12,0.1921,0.7729,117.4,57867.91,763759.54,0.1081,735.46
270.93,2912.54,0.1817,0.7931,49.42,61124.33,650053.3,0.1297,754.96
257.68,2365.76,0.0178,0.7878,87.2,36615.5,433511.25,0.0084,916.76
327.22,1453.49,0.0363,0.7498,84.03,23292.21,542714.04,0.0403,1051.16
413.67,2478.13,0.0555,0.9518,63.51,31022.35,136805.01,0.0172,950.98
359.49,2834.03,0.0495,0.8214,78.53,68442.37,1005903.5,0.0616,826.84
254.83,2346.39,0.0852,0.9793,105.04,35063.07,609577.67,0.0451,1661.47
192.01,1345.45,0.1417,0.8692,149.77,23207.38,802535.42,0.0999,986.32
468.0,1983.72,0.1178,0.7401,74.82,49191.28,763047.88,0.1328,1366.15
279.44,3789.39,0.2683,0.8583,69.25,59982.59,598858.58,0.1692,658.43
276.04,3773.3,0.1875,0.9881,86.02,51137.75,134381.7,0.0643,1472.81
273.19,1955.47,0.2641,0.8639,115.69,60505.39,495529.86,0.0148,876.32
289.86,3176.99,0.1628,0.7005,143.75,69557.72,676015.7,0.0058,1937.16
